facility_id,facility_mw,cooling_type,utilization_pct,electricity_rate_usd_kwh,colocation_usd_kw_month,pue_realized,capex_usd_per_mw,stranded_capacity_pct,stranded_capacity_mw,loss_floor_usd_annual,loss_ceiling_usd_annual,loss_mid_usd_annual,p10_loss_usd,p50_loss_usd,p90_loss_usd,recoverable_value_usd,roi_months
DC-1660,40.93,air-cooled,85.5,0.1199,189.25,1.532,10561678.05,12.33,5.047,19966618.06,11461737.0,15714177.53,15365852.02,16336037.57,17368046.64,12571342.02,2.9
DC-1661,47.17,air-cooled,88.6,0.1447,175.44,1.605,11055697.26,12.35,5.825,26161674.97,12263256.0,19212465.48,18192293.93,19302234.37,20415824.04,15369972.38,2.8
DC-1662,14.96,air-cooled,63.8,0.1286,176.81,1.536,10249161.56,12.95,1.937,7763400.61,4109771.64,5936586.12,5557995.04,5918486.12,6285536.76,4749268.9,2.8
DC-1663,3.01,liquid-cooled,74.2,0.1045,177.24,1.089,16317979.57,4.42,0.133,614873.64,282875.04,448874.34,243773.39,364115.79,492628.68,359099.47,7.5
DC-1664,10.11,air-cooled,75.5,0.133,176.81,1.533,10558715.02,12.72,1.286,5314329.1,2728531.92,4021430.51,3810426.31,4051262.42,4315137.89,3217144.41,2.8
DC-1665,46.41,hybrid,76.5,0.1123,184.09,1.273,13936017.39,8.18,3.796,16509578.23,8385667.68,12447622.96,12180858.67,13424103.56,14777853.22,9958098.37,4.2
DC-1666,16.15,hybrid,68.8,0.1378,185.94,1.22,13581809.73,9.56,1.544,6933912.7,3445096.32,5189504.51,4444383.71,4901997.5,5366992.49,4151603.61,3.5
DC-1667,7.39,air-cooled,87.4,0.1705,152.49,1.544,11861487.66,12.99,0.96,4744294.72,1756684.8,3250489.76,2906406.39,3072720.34,3239433.14,2600391.81,2.6
DC-1668,10.98,liquid-cooled,49.3,0.1128,193.79,1.078,18005934.26,3.16,0.347,1758082.69,806941.56,1282512.12,981325.77,1481960.59,1917605.39,1026009.7,9.6
DC-1669,32.22,hybrid,66.9,0.136,179.65,1.274,14476758.77,8.13,2.619,12400572.53,5646040.2,9023306.36,8711247.41,9609151.31,10710980.91,7218645.09,4.0
DC-1670,25.47,air-cooled,77.4,0.1051,212.99,1.634,11348255.76,12.86,3.275,13185867.87,8370507.0,10778187.43,9650667.71,10278299.58,10866371.19,8622549.94,2.7
DC-1671,13.58,hybrid,77.5,0.1178,166.13,1.318,14014265.7,8.18,1.111,4971016.59,2214845.16,3592930.88,3494947.67,3865932.44,4243201.71,2874344.7,4.3
DC-1672,12.26,air-cooled,88.2,0.1206,170.99,1.522,11251335.68,12.01,1.472,6047304.04,3020367.36,4533835.7,4446546.73,4744287.06,4988073.3,3627068.56,3.0
DC-1673,12.02,hybrid,86.4,0.1161,180.96,1.222,13083863.61,8.21,0.987,4096388.78,2143290.24,3119839.51,3157239.21,3466096.91,3819899.87,2495871.61,4.3
DC-1674,7.86,air-cooled,68.6,0.1693,190.2,1.618,10827060.49,12.18,0.957,4598975.91,2184256.8,3391616.36,3282839.86,3483539.32,3690443.09,2713293.09,2.6
DC-1675,59.88,hybrid,87.6,0.1139,154.74,1.271,13402189.6,8.61,5.156,21894553.89,9574073.28,15734313.58,14786000.7,16466643.47,18183374.51,12587450.86,4.3
DC-1676,12.71,air-cooled,63.4,0.1317,171.56,1.576,10756098.23,12.01,1.526,6422113.99,3141606.72,4781860.36,4715302.79,5028612.98,5351367.86,3825488.29,3.0
DC-1677,43.54,hybrid,83.2,0.0814,192.87,1.268,13974703.34,9.61,4.184,16776395.61,9683616.96,13230006.28,10943613.94,12232754.42,13373904.78,10584005.02,3.7
DC-1678,55.54,air-cooled,93.7,0.1286,169.78,1.625,10737044.55,12.87,7.148,30140477.68,14563049.28,22351763.48,20321298.92,21677166.15,23002453.44,17881410.78,2.8
DC-1679,36.55,hybrid,86.6,0.1428,204.55,1.265,13670792.15,9.8,3.582,16550193.03,8792377.2,12671285.11,10475824.58,11449583.03,12622930.88,10137028.09,3.2
DC-1680,11.64,hybrid,73.3,0.1094,177.19,1.231,13834254.16,8.17,0.951,4045554.16,2022092.28,3033823.22,3008658.53,3287418.08,3642142.67,2427058.58,4.3
DC-1681,22.71,air-cooled,68.0,0.0698,170.51,1.613,10591478.28,12.47,2.832,9458674.58,5794611.84,7626643.21,7360575.44,7793769.75,8297016.77,6101314.57,3.3
DC-1682,16.13,hybrid,53.7,0.1192,193.15,1.278,13663736.07,8.41,1.357,5931261.32,3145254.6,4538257.96,4365149.94,4810044.11,5260063.32,3630606.37,4.0
DC-1683,7.98,air-cooled,75.7,0.1203,208.11,1.581,11651733.01,12.09,0.965,4106437.91,2409913.8,3258175.86,3109879.75,3297173.68,3504008.91,2606540.69,2.8
DC-1684,21.32,liquid-cooled,58.6,0.1345,190.25,1.087,19208486.82,3.96,0.844,4683590.43,1926852.0,3305221.22,1800898.08,2750197.92,3663155.33,2644176.98,7.3
DC-1685,6.4,air-cooled,62.5,0.1602,202.91,1.612,11499408.91,12.17,0.779,3752931.92,1896802.68,2824867.3,2677945.94,2832897.12,3006833.17,2259893.84,2.5
DC-1686,42.53,hybrid,57.7,0.1124,209.15,1.259,13930798.98,9.83,4.181,18126201.71,10493473.8,14309837.76,11680087.82,12892670.99,14082263.14,11447870.21,3.3
DC-1687,11.34,hybrid,66.5,0.1029,170.17,1.289,14505166.84,9.35,1.06,4648396.98,2164562.4,3406479.69,2852733.55,3132856.72,3445285.7,2725183.75,3.7
DC-1688,19.32,air-cooled,71.7,0.0967,198.08,1.603,11348957.2,12.84,2.481,9625979.71,5897237.76,7761608.74,6986784.61,7451236.77,7916182.07,6209286.99,2.8
DC-1689,20.63,air-cooled,75.3,0.124,161.15,1.464,11422387.9,12.94,2.67,11023265.3,5163246.0,8093255.65,7348556.47,7826464.95,8327735.18,6474604.52,2.9
DC-1690,13.37,air-cooled,64.8,0.1296,190.37,1.627,11196387.86,12.79,1.71,7413213.86,3906392.4,5659803.13,5107804.89,5431325.54,5762777.28,4527842.5,2.7
DC-1691,26.29,hybrid,84.8,0.1091,182.93,1.27,13155503.33,9.07,2.385,9867232.75,5235456.6,7551344.68,6829396.95,7517212.85,8359809.15,6041075.74,3.9
DC-1692,11.25,air-cooled,69.5,0.1356,202.64,1.591,11079534.25,12.12,1.364,5936124.75,3316811.52,4626468.14,4478099.19,4746151.97,5018372.92,3701174.51,2.7
DC-1693,33.02,air-cooled,62.5,0.1293,201.58,1.561,10989682.79,12.64,4.174,17573568.81,10096739.04,13835153.92,12927321.07,13664794.23,14470421.64,11068123.14,2.7
DC-1694,5.6,hybrid,74.7,0.1209,192.55,1.228,13171918.51,9.55,0.535,2261791.76,1236171.0,1748981.38,1516439.42,1669968.05,1838671.77,1399185.1,3.6
DC-1695,18.19,air-cooled,95.6,0.102,188.48,1.604,10493184.44,12.4,2.256,8493896.05,5102530.56,6798213.3,6473703.49,6949050.58,7409532.89,5438570.64,3.0
DC-1696,77.57,hybrid,76.0,0.1104,191.63,1.269,13148260.36,9.32,7.23,29997925.13,16625818.8,23311871.96,20344819.36,22651851.2,25037994.03,18649497.57,3.7
DC-1697,7.39,air-cooled,67.6,0.0714,184.93,1.575,11235849.42,12.44,0.919,3199922.37,2039408.04,2619665.2,2471440.15,2636723.72,2807622.75,2095732.16,3.2
DC-1698,9.56,air-cooled,53.7,0.1247,183.08,1.578,11598187.48,12.46,1.191,5122655.37,2616579.36,3869617.36,3598431.82,3803545.28,4054718.13,3095693.89,2.8
DC-1699,24.81,hybrid,69.4,0.1205,205.64,1.255,13641608.85,9.51,2.359,10276326.6,5821257.12,8048791.86,6868898.13,7599279.36,8313127.39,6439033.49,3.5
DC-1700,18.99,air-cooled,74.8,0.1238,207.44,1.633,10399909.38,12.86,2.442,9968390.22,6078821.76,8023605.99,7443023.23,7895470.74,8378536.6,6418884.79,2.7
DC-1701,21.77,air-cooled,67.3,0.1301,181.88,1.534,10719069.49,12.62,2.747,11345874.84,5995492.32,8670683.58,8203293.37,8747710.26,9368595.8,6936546.86,2.8
DC-1702,24.32,liquid-cooled,52.0,0.1277,187.56,1.078,16882773.19,2.37,0.576,2855597.32,1296414.72,2076006.02,2055380.03,3137815.12,4215409.01,1660804.82,13.2
DC-1703,27.32,air-cooled,61.8,0.1178,185.22,1.602,11716617.68,12.63,3.451,14690359.93,7670330.64,11180345.28,10054403.93,10730907.96,11389104.46,8944276.22,2.7
DC-1704,39.96,liquid-cooled,89.5,0.121,159.82,1.086,17349057.27,4.87,1.946,9742576.26,3732116.64,6737346.45,3239117.35,4895896.9,6549603.05,5389877.16,6.7
DC-1705,22.82,liquid-cooled,89.2,0.0919,178.95,1.07,16869812.15,4.41,1.006,4637905.69,2160284.4,3399095.04,1780703.47,2717660.2,3629689.34,2719276.03,7.6
DC-1706,13.56,air-cooled,61.4,0.1083,208.0,1.591,10443449.26,12.2,1.654,6335086.18,4128384.0,5231735.09,5130153.21,5452391.81,5813703.18,4185388.07,2.9
DC-1707,28.16,air-cooled,80.1,0.121,172.75,1.636,10952088.6,12.92,3.638,15162791.2,7541574.0,11352182.6,10190144.54,10845348.04,11581913.07,9081746.08,2.8
DC-1708,75.18,hybrid,57.9,0.1053,215.72,1.248,13111870.41,9.21,6.924,28145638.5,17923743.36,23034690.93,20733617.17,22758882.15,25108107.72,18427752.74,3.7
DC-1709,14.79,air-cooled,88.9,0.1372,201.58,1.56,10633173.42,12.7,1.878,7958678.07,4542806.88,6250742.48,5873852.98,6237264.43,6594164.24,5000593.98,2.7
DC-1710,7.54,air-cooled,74.9,0.1068,190.02,1.732,11192242.53,12.14,0.915,3758425.44,2086419.6,2922422.52,2746700.31,2916977.66,3105332.0,2337938.02,2.9
DC-1711,39.87,hybrid,83.4,0.1243,192.41,1.261,14336934.55,9.19,3.664,16704351.89,8459882.88,12582117.39,10856615.16,11974510.44,13240017.4,10065693.91,3.6
DC-1712,14.93,air-cooled,51.4,0.1223,170.24,1.585,11000654.07,12.34,1.842,7630809.88,3762984.96,5696897.42,5420652.38,5750150.13,6115099.72,4557517.94,2.9
DC-1713,2.89,liquid-cooled,80.1,0.1349,180.02,1.122,16826037.31,2.18,0.063,319095.87,136095.12,227595.5,239256.15,369145.14,500581.22,182076.4,14.3
DC-1714,32.39,air-cooled,71.9,0.138,205.62,1.642,10150733.55,12.65,4.097,17374145.96,10109101.68,13741623.82,13024326.08,13853712.06,14703687.9,10993299.06,2.7
DC-1715,10.72,air-cooled,82.2,0.1339,174.78,1.554,10395744.78,12.11,1.298,5364571.13,2722373.28,4043472.2,4004876.72,4266961.52,4544526.06,3234777.76,3.0
DC-1716,15.3,air-cooled,83.0,0.0779,199.92,1.484,11168038.94,12.17,1.862,6506710.53,4467012.48,5486861.51,5317869.22,5645688.05,5995908.27,4389489.21,3.1
DC-1717,21.45,liquid-cooled,72.8,0.1439,163.34,1.109,16617173.92,3.45,0.74,3767096.39,1450459.2,2608777.8,1802660.58,2766837.4,3642149.11,2087022.24,9.3
DC-1718,19.15,hybrid,64.8,0.1505,166.03,1.311,12978922.29,8.15,1.561,7200270.37,3110073.96,5155172.16,5157824.24,5707964.0,6267329.65,4124137.73,4.2
DC-1719,29.01,hybrid,81.4,0.1104,212.52,1.258,12165134.57,8.52,2.472,9690190.73,6304193.28,7997192.01,8023935.47,8772973.19,9650005.96,6397753.61,4.1
DC-1720,11.61,air-cooled,71.3,0.1247,183.82,1.583,11419218.88,12.34,1.433,6114366.06,3160968.72,4637667.39,4333179.89,4618374.08,4907345.84,3710133.91,2.8
DC-1721,24.79,air-cooled,61.5,0.1022,175.92,1.619,11030088.67,12.44,3.084,12029376.95,6510447.36,9269912.15,8721477.98,9263885.81,9821517.42,7415929.72,3.0
DC-1722,13.36,air-cooled,61.0,0.081,204.44,1.593,11370741.54,12.74,1.702,6224487.23,4175482.56,5199984.9,4708911.16,5007025.58,5315768.7,4159987.92,2.9
DC-1723,29.7,air-cooled,54.3,0.1052,202.69,1.539,11225418.89,12.46,3.701,14481295.23,9001868.28,11741581.76,11027048.25,11793398.29,12518917.95,9393265.41,2.8
DC-1724,26.9,hybrid,65.9,0.1092,197.81,1.198,14133314.4,8.33,2.241,9606570.33,5319506.52,7463038.42,7100439.74,7892966.6,8738980.74,5970430.74,4.1
DC-1725,7.78,hybrid,85.2,0.1129,175.45,1.201,13501557.54,9.6,0.747,3128540.52,1572733.8,2350637.16,2014157.87,2214665.26,2440131.38,1880509.73,3.7
DC-1726,39.2,air-cooled,74.1,0.1008,179.7,1.597,11093207.75,12.64,4.955,19202215.82,10684962.0,14943588.91,13836561.71,14726488.42,15687164.8,11954871.13,3.0
DC-1727,10.71,liquid-cooled,65.6,0.1053,188.67,1.06,17829039.16,4.59,0.492,2430372.93,1113907.68,1772140.31,892422.41,1348717.21,1815403.3,1417712.25,6.8
DC-1728,31.39,air-cooled,81.7,0.1198,194.42,1.613,10852618.84,12.36,3.88,15925276.48,9052195.2,12488735.84,11830656.59,12590247.78,13393683.45,9990988.67,2.8
DC-1729,22.06,liquid-cooled,62.0,0.1046,176.37,1.076,19595895.42,4.11,0.907,4843904.18,1919611.08,3381757.63,1782092.5,2750064.29,3599812.7,2705406.1,7.3
DC-1730,71.56,air-cooled,73.1,0.1309,186.56,1.561,10107320.65,12.57,8.995,36304224.59,20137286.4,28220755.5,27380436.67,29008339.59,30730067.51,22576604.4,2.9
DC-1731,13.75,air-cooled,69.8,0.1336,188.01,1.608,11398006.83,12.06,1.658,7319722.97,3740646.96,5530184.96,5249627.98,5600956.34,5904118.14,4424147.97,2.8
DC-1732,12.44,air-cooled,81.3,0.1676,203.3,1.521,11127223.8,12.35,1.536,7228127.38,3747225.6,5487676.49,5284465.11,5614366.12,5929050.66,4390141.19,2.6
DC-1733,16.19,air-cooled,53.1,0.1425,195.32,1.517,11357152.23,12.22,1.978,8737780.79,4636115.52,6686948.15,6462294.09,6813263.1,7260567.46,5349558.52,2.7
DC-1734,12.9,hybrid,61.8,0.1249,161.4,1.237,13099638.54,8.67,1.118,4767668.71,2165342.4,3466505.56,3298080.69,3663812.01,4036855.0,2773204.45,4.2
DC-1735,31.19,air-cooled,52.3,0.1076,180.8,1.587,10181908.98,12.41,3.871,14549209.83,8398521.6,11473865.72,11196295.06,11896686.95,12671012.34,9179092.58,3.1
DC-1736,4.51,air-cooled,68.9,0.1259,170.07,1.595,11157684.95,12.2,0.55,2331222.04,1122462.0,1726842.02,1649559.29,1752411.31,1868140.3,1381473.62,2.9
DC-1737,7.08,hybrid,86.5,0.1265,192.52,1.209,13379355.71,8.97,0.635,2738711.45,1467002.4,2102856.92,1922817.05,2129380.7,2335380.58,1682285.54,3.8
DC-1738,7.0,hybrid,65.9,0.1097,197.85,1.224,13337347.89,9.38,0.657,2720035.72,1559849.4,2139942.56,1868027.01,2082618.92,2280078.62,1711954.05,3.7
DC-1739,35.17,hybrid,65.9,0.1357,185.52,1.204,13392040.11,8.86,3.116,13732966.82,6936963.84,10334965.33,9594279.12,10619760.87,11685059.33,8267972.26,3.8
DC-1740,64.62,air-cooled,82.5,0.092,179.98,1.55,11612317.36,12.04,7.78,29794995.75,16802932.8,23298964.28,22220271.56,23687282.62,25278623.29,18639171.42,3.1
DC-1741,15.13,hybrid,84.8,0.1151,185.04,1.197,14447892.01,9.36,1.416,6255249.44,3144199.68,4699724.56,3990889.81,4402211.3,4835728.01,3759779.65,3.6
DC-1742,14.37,hybrid,70.9,0.1311,187.13,1.237,14511931.68,8.51,1.223,5681433.1,2746319.88,4213876.49,3893848.24,4356174.28,4759766.57,3371101.19,3.8
DC-1743,17.39,air-cooled,80.2,0.1142,174.4,1.641,11191484.66,12.57,2.186,9025206.74,4574860.8,6800033.77,6212843.55,6645629.13,7060716.96,5440027.02,2.9
DC-1744,41.66,air-cooled,59.1,0.1159,165.72,1.574,11318772.09,12.71,5.295,21780133.73,10529848.8,16154991.26,14650275.46,15748429.3,16775809.15,12923993.01,2.9
DC-1745,7.83,air-cooled,88.5,0.1172,153.25,1.553,11061867.07,12.82,1.004,4068824.76,1846356.0,2957590.38,2708978.26,2885518.75,3080791.88,2366072.3,3.0
DC-1746,19.9,air-cooled,97.8,0.1033,203.01,1.564,10297679.18,12.65,2.517,9322085.19,6131714.04,7726899.62,7412924.09,7845912.77,8317571.31,6181519.7,2.9
DC-1747,35.88,air-cooled,78.3,0.1435,191.45,1.613,11080124.67,12.11,4.345,19508562.09,9982203.0,14745382.54,14207389.24,15070163.64,15992338.6,11796306.03,2.7
DC-1748,24.55,air-cooled,47.0,0.0996,189.44,1.551,10258199.2,13.09,3.214,11675951.36,7306321.92,9491136.64,9205803.59,9809423.7,10438300.22,7592909.31,2.9
DC-1749,19.14,hybrid,65.3,0.1264,202.98,1.249,13827100.66,8.53,1.633,7276095.67,3977596.08,5626845.88,5279241.5,5878626.87,6431005.8,4501476.7,3.8
DC-1750,36.63,hybrid,79.4,0.1283,165.17,1.194,13531058.39,9.75,3.571,15529736.27,7077864.84,11303800.56,9451775.4,10485261.71,11446674.02,9043040.45,3.6
DC-1751,1.89,liquid-cooled,66.9,0.101,157.97,1.095,19195735.37,2.78,0.053,277430.15,100468.92,188949.54,151345.96,223381.69,297908.03,151159.63,11.3
DC-1752,28.28,hybrid,87.3,0.1215,189.76,1.281,12536923.27,9.74,2.754,11427454.46,6271188.48,8849321.47,7558624.47,8370815.11,9314795.34,7079457.18,3.6
DC-1753,9.74,air-cooled,79.1,0.1018,188.4,1.596,11935690.67,12.24,1.192,4858159.82,2694873.6,3776516.71,3505959.38,3717960.34,3957054.83,3021213.37,2.9
DC-1754,3.8,liquid-cooled,63.5,0.1478,158.03,1.093,17555928.78,4.39,0.167,887848.02,316692.12,602270.07,315034.16,476289.26,635376.85,481816.06,7.1
DC-1755,24.75,liquid-cooled,72.4,0.0972,189.39,1.057,18170247.83,3.0,0.742,3663876.36,1686328.56,2675102.46,2047774.3,3082079.82,4094703.74,2140081.97,10.4
DC-1756,49.35,air-cooled,61.3,0.1069,178.0,1.581,10166920.34,12.72,6.277,23474935.47,13407672.0,18441303.74,17592807.98,18690115.89,19876180.36,14753042.99,3.0
DC-1757,14.73,hybrid,69.8,0.0955,171.89,1.263,13147185.33,9.01,1.327,5279067.79,2737176.36,4008122.08,3646630.49,4038029.35,4457655.8,3206497.66,4.1
DC-1758,35.24,liquid-cooled,65.3,0.0928,179.0,1.057,16679369.85,2.21,0.779,3556751.6,1673292.0,2615021.8,2854062.26,4309515.92,5708731.05,2092017.44,15.2
DC-1759,59.73,air-cooled,86.1,0.1518,147.38,1.609,11160104.63,12.33,7.365,34023501.03,13025444.4,23524472.72,22060377.44,23589391.79,24941854.13,18819578.18,2.9
DC-1760,47.08,liquid-cooled,97.4,0.1309,175.13,1.106,17377298.05,4.19,1.973,10121202.52,4146377.88,7133790.2,4076179.77,6097837.69,7965161.37,5707032.16,7.4
DC-1761,61.07,air-cooled,54.8,0.1228,173.44,1.512,10694586.64,12.22,7.463,29874952.79,15532592.64,22703772.72,22176974.62,23762332.95,25243960.73,18163018.18,3.0
DC-1762,29.78,air-cooled,48.9,0.1069,192.36,1.557,10805562.31,12.59,3.749,14468438.38,8653891.68,11561165.03,11018192.94,11789769.33,12523313.07,9248932.02,2.9
DC-1763,17.47,air-cooled,69.1,0.1382,181.63,1.574,10901231.79,12.17,2.126,9201393.31,4633744.56,6917568.94,6700653.98,7106163.68,7529881.95,5534055.15,2.8
DC-1764,4.57,hybrid,53.8,0.1035,193.58,1.245,12896351.91,9.94,0.454,1813570.05,1054623.84,1434096.94,1204483.31,1320011.51,1465698.22,1147277.55,3.6
DC-1765,13.51,hybrid,72.6,0.1359,145.76,1.265,12584484.62,9.32,1.259,5416865.63,2202142.08,3809503.86,3426608.19,3795821.91,4183919.58,3047603.09,4.0
DC-1766,8.38,liquid-cooled,81.0,0.1025,171.41,1.079,18500241.51,4.28,0.359,1823719.6,738434.28,1281076.94,668509.29,1072269.97,1368486.98,1024861.55,7.4
DC-1767,93.39,air-cooled,89.9,0.1071,192.34,1.546,11218308.23,12.29,11.478,45262441.62,26492142.24,35877291.93,33949371.34,36449959.73,38638170.47,28701833.54,2.9
DC-1768,14.29,air-cooled,74.4,0.1352,179.37,1.594,10815255.32,12.27,1.753,7522556.27,3773227.32,5647891.8,5434402.65,5783262.37,6159752.92,4518313.44,2.8
DC-1769,18.15,hybrid,69.7,0.1373,196.68,1.219,13507378.66,8.7,1.579,7054639.64,3726692.64,5390666.14,5088804.8,5637109.16,6164423.52,4312532.91,3.8
DC-1770,25.56,hybrid,48.3,0.1319,156.93,1.299,13878642.47,8.52,2.178,9986270.54,4101522.48,7043896.51,6791875.19,7528391.08,8242738.43,5635117.21,4.1
DC-1771,17.03,air-cooled,72.3,0.099,194.97,1.573,11546406.55,12.6,2.146,8433858.64,5020867.44,6727363.04,6127110.14,6550340.37,6951810.44,5381890.43,2.8
DC-1772,63.82,air-cooled,72.9,0.1111,174.41,1.583,10962265.56,12.35,7.882,31344283.2,16496395.44,23920339.32,22942434.11,24393425.47,25957565.72,19136271.46,3.0
DC-1773,9.99,hybrid,79.7,0.1231,172.96,1.198,12627858.54,8.02,0.801,3282547.08,1662491.52,2472519.3,2624610.54,2898013.88,3165228.21,1978015.44,4.5
DC-1774,19.21,hybrid,63.5,0.103,198.87,1.194,14048278.36,8.2,1.575,6613680.08,3758643.0,5186161.54,5019840.11,5605767.19,6160638.7,4148929.23,4.2
DC-1775,9.08,air-cooled,66.8,0.1474,201.43,1.591,11368927.77,12.77,1.16,5313688.3,2803905.6,4058796.95,3680090.43,3921535.22,4135222.15,3247037.56,2.5
DC-1776,5.72,air-cooled,54.3,0.072,199.52,1.606,11154400.97,12.45,0.712,2486084.77,1704698.88,2095391.82,1978887.83,2084494.59,2202347.34,1676313.46,3.1
DC-1777,10.08,liquid-cooled,44.5,0.1044,214.58,1.08,17288412.52,4.83,0.487,2352003.98,1254005.52,1803004.75,1302630.23,1732763.15,2154449.91,1442403.8,6.3
DC-1778,15.96,hybrid,58.7,0.1098,203.0,1.248,13699212.9,8.86,1.414,6001943.36,3444504.0,4723223.68,4307004.84,4733629.91,5244249.78,3778578.94,3.8
DC-1779,11.66,air-cooled,53.2,0.0631,172.07,1.559,11080977.95,12.16,1.418,4713695.96,2927943.12,3820819.54,3730174.86,3956313.23,4201253.74,3056655.63,3.4
DC-1780,9.45,air-cooled,76.0,0.0921,186.12,1.581,10384986.5,12.88,1.217,4360899.53,2718096.48,3539498.0,3277252.69,3511681.28,3723215.45,2831598.4,3.0
DC-1781,5.34,hybrid,65.8,0.1325,178.6,1.24,13879502.47,8.31,0.444,2008479.24,951580.8,1480030.02,1420226.66,1571864.13,1729952.43,1184024.02,4.1
DC-1782,15.39,air-cooled,65.5,0.1206,214.44,1.524,11786835.81,12.79,1.968,8323332.84,5064215.04,6693773.94,6058224.62,6417368.37,6819957.94,5355019.15,2.6
DC-1783,4.93,air-cooled,60.2,0.1515,200.57,1.535,10955023.14,12.88,0.635,2839472.02,1528343.4,2183907.71,2023336.63,2146216.39,2257249.41,1747126.17,2.5
DC-1784,30.21,air-cooled,33.2,0.1509,181.17,1.568,11352059.08,15.64,4.725,21713236.21,10272339.0,15992787.6,15287075.05,16102658.63,17042787.06,12794230.08,2.1
DC-1785,17.57,air-cooled,90.1,0.1287,197.17,1.537,11190842.36,12.56,2.207,9312847.22,5221850.28,7267348.75,6783042.77,7244127.47,7693490.52,5813879.0,2.7
DC-1786,5.12,hybrid,60.0,0.1263,165.52,1.273,13440020.94,8.16,0.418,1837153.16,830248.32,1333700.74,1327412.1,1459876.99,1620213.67,1066960.59,4.3
DC-1787,12.84,air-cooled,67.1,0.1213,187.75,1.678,11793339.38,12.87,1.653,7279423.13,3724209.0,5501816.06,4806794.28,5135734.24,5451854.35,4401452.85,2.6
DC-1788,9.01,hybrid,54.5,0.0669,169.93,1.238,14442622.63,9.53,0.859,3380159.99,1751638.44,2565899.22,2116155.85,2324182.28,2585111.17,2052719.38,4.0
DC-1789,21.23,air-cooled,83.7,0.0921,158.67,1.505,10211359.77,12.12,2.573,8962837.19,4899094.92,6930966.06,6931468.29,7465971.41,7987467.9,5544772.85,3.4
DC-1790,48.06,air-cooled,73.7,0.122,195.77,1.572,11580755.06,12.59,6.051,25738103.76,14215251.24,19976677.5,18386054.54,19458546.3,20615644.57,15981342.0,2.7
DC-1791,3.67,air-cooled,62.1,0.1323,197.63,1.587,10614950.41,12.51,0.459,1926940.91,1088546.04,1507743.48,1429675.23,1524416.15,1616514.97,1206194.78,2.7
DC-1792,18.03,liquid-cooled,67.3,0.1258,190.86,1.065,17948237.44,3.17,0.572,2952741.64,1310063.04,2131402.34,1531645.2,2349953.01,3124722.8,1705121.87,9.5
DC-1793,14.47,liquid-cooled,92.1,0.1022,181.26,1.071,17529159.17,2.05,0.297,1441698.89,646010.64,1043854.76,1168831.46,1752476.56,2391384.82,835083.81,15.6
DC-1794,28.14,air-cooled,71.1,0.1387,165.0,1.487,10952405.27,12.39,3.487,14786939.71,6904260.0,10845599.86,10521935.93,11175334.73,11968521.65,8676479.89,2.9
DC-1795,19.5,hybrid,69.8,0.1496,166.58,1.269,12529181.19,8.73,1.702,7569273.81,3402229.92,5485751.86,5233988.59,5819907.42,6443883.83,4388601.49,4.0
DC-1796,9.01,hybrid,60.7,0.1388,169.46,1.268,13205283.19,9.69,0.873,3907769.18,1775262.96,2841516.07,2409068.53,2650189.29,2909919.01,2273212.86,3.6
DC-1797,12.74,liquid-cooled,49.3,0.1398,180.49,1.054,17169436.12,4.33,0.552,2818627.5,1195565.76,2007096.63,1140049.2,1654945.14,2269389.33,1605677.3,7.1
DC-1798,8.7,air-cooled,70.1,0.1088,200.14,1.595,11297674.76,12.31,1.071,4316954.4,2572199.28,3444576.84,3237444.57,3456595.32,3674735.71,2755661.47,2.8
DC-1799,38.89,hybrid,75.9,0.1415,199.91,1.232,14077463.94,9.75,3.792,17653423.17,9096704.64,13375063.9,11076053.5,12220473.95,13349215.21,10700051.12,3.3
DC-1800,16.73,air-cooled,85.2,0.1229,159.27,1.581,11253368.94,12.31,2.059,8653687.87,3935243.16,6294465.52,5900371.58,6319280.63,6744308.22,5035572.42,3.0
DC-1801,75.26,air-cooled,45.0,0.1302,173.6,1.572,10781014.23,13.22,9.949,41673661.67,20725756.8,31199709.24,30556524.02,32172531.42,34158133.69,24959767.39,2.7
DC-1802,15.67,liquid-cooled,58.5,0.1273,173.2,1.09,17894116.15,4.53,0.71,3686306.92,1475664.0,2580985.46,1277240.11,1970135.13,2636740.88,2064788.37,6.8
DC-1803,9.33,air-cooled,65.0,0.1176,146.03,1.602,10425189.66,12.69,1.184,4696988.11,2074794.24,3385891.18,3181664.56,3386201.75,3629188.68,2708712.94,3.1
DC-1804,4.9,air-cooled,72.0,0.1028,192.49,1.576,11408330.92,12.46,0.611,2416148.65,1411336.68,1913742.66,1769367.39,1892256.01,2011723.12,1530994.13,2.9
